"","sig_names","p.value","cluster0","cluster1","statistic","p.adj","log10pvalue","stars"
"185","TIP_Recognition_of_cancer_cells_by_T_cells_2",0.0649918988375098,-0.0406903878140462,0.149078058008984,-0.18976844582303,0.0962582717917713,1.18714077427149,"+"
"186","Neu_05_ELL2",0.0691507252539799,0.0378484642773189,-0.138666054962921,0.176514519240239,0.101867197417153,1.16020326064289,"+"
"187","detox_iCAF",0.0717492813155544,-0.0283728904128362,0.103950235671807,-0.132323126084643,0.105129962997122,1.14418244472989,"+"
"188","IFNγ_iCAF",0.0754523830409013,-0.0362450077848933,0.132791444450848,-0.169036452235742,0.109967834857484,1.12232703918634,"+"
"189","Caffiene_Metabolism",0.0773031907907421,-0.0372322424704746,0.136408392767933,-0.173640635238408,0.112069176067002,1.11180257963649,"+"
"190","Neu_02_S100A12",0.0791908218272177,0.036999188317264,-0.135554548348206,0.17255373666547,0.11420150095083,1.10132514998593,"+"
"191","Retinoic_Acid_Metabolism",0.0836997208333936,-0.038675470728867,0.141695972404875,-0.180371443133742,0.120071850829057,1.0772759905219,"+"
"192","Mono_like_01_CD14",0.0872482383842485,0.0384522702137107,-0.140878228924569,0.179330499138279,0.124510506860855,1.05924333305329,"+"
"193","AG.Robertson.2017.BLCA_p53_like_markers",0.0940228999787856,-0.0310089074196145,0.113607855501951,-0.144616762921565,0.133483288052784,1.02676635785569,"+"
"194","ecm_myCAF",0.0963726605045938,-0.0382083415270978,0.139984543293969,-0.178192884821067,0.136113963805457,1.01604615153271,"+"
"195","T_cells_Bindea_et_al",0.10594369065602,0.035763701616429,-0.131028074948687,0.166791776565116,0.148526291117557,0.974924902047717,"+"
"196","Neu_08_CD74",0.106245084157084,0.0348960570845982,-0.127849271088705,0.162745328173303,0.148526291117557,0.97369115513969,"+"
"197","Normal_mucosa_Bindea_et_al",0.111944405257647,0.0361919001765178,-0.132596873213083,0.168788773389601,0.155348613563422,0.950997606653488,"+"
"198","TNF_Family_Members_Li_et_al",0.112259217100575,0.0347629816077827,-0.127361720226744,0.162124701834526,0.155348613563422,0.949777990889601,"+"
"199","TIP_Trafficking_of_immune_cells_to_tumors",0.118538649190267,-0.0355955758574799,0.130412109778732,-0.166007685636211,0.162623397551673,0.926140026080936,"+"
"200","TIP_Priming_and_activation_2",0.118703209891732,-0.0311351105237708,0.114070227936647,-0.145205338460418,0.162623397551673,0.925537536989654,"+"
"201","TLS_Nature",0.120358683874918,0.0343418088568096,-0.125818662537338,0.160160471394148,0.163680097648984,0.919522569926522,"+"
"202","Macrophages_Rooney_et_al",0.120691937417137,0.0353292190404992,-0.129436253829794,0.164765472870293,0.163680097648984,0.918321741105642,"+"
"203","Neu_03_ISG15",0.121360610559418,0.0358620664731181,-0.131388455928061,0.167250522401179,0.163680097648984,0.915922247301096,"+"
"204","AG.Robertson.2017.BLCA_neuroendocrine_markers",0.121864014308002,-0.0329668020367028,0.120781026930929,-0.153747828967632,0.163680097648984,0.914124519933039,"+"
"205","MDSC_Peng_et_al",0.122706646598427,-0.0390232657208308,0.142970194764814,-0.181993460485644,0.164007908136435,0.911131912392467,"+"
"206","Nitrogen_Metabolism",0.125950218892531,-0.0395464901980141,0.14488714107945,-0.184433631277464,0.167526019303658,0.899801073392261,"+"
"207","TIP_Killing_of_cancer_cells_2",0.1452858050547,-0.0302310247440368,0.110757913663993,-0.14098893840803,0.19231067915453,0.837776815760932,"+"
"208","Neu_04_TXNIP",0.14722130988401,0.0291491802006268,-0.106794341619996,0.135943521820622,0.193935763981821,0.832029322503938,"+"
"209","CD8_c9_Tsen",0.148196425452244,-0.0330674591361221,0.121149806038536,-0.154217265174658,0.194286222841697,0.829162271559714,"+"
"210","Taurine_and_Hypotaurine_Metabolism",0.149964055906986,0.0341945321198712,-0.125279082279882,0.159473614399753,0.19566738723102,0.824012822223527,"+"
"211","Th1_cells_Bindea_et_al",0.188077054724507,-0.0283313910128334,0.103798193622239,-0.132129584635072,0.24423276300718,0.725664184855627,"+"
"212","Macrophages_Bindea_et_al",0.191372048569717,0.0287348057746205,-0.105276191068079,0.134010996842699,0.247339345792936,0.718121494137026,"+"
"213","T_cell_probe_Jeschke_et_al",0.196877135589414,0.0264779721537425,-0.0970077917845079,0.12348576393825,0.25325978944366,0.705804717909281,"+"
"214","Mph_02_CCL20",0.200284338059148,0.0289768226374618,-0.10616287231778,0.135139694955242,0.256438825365451,0.698353010568781,"+"
"215","TIP_Infiltration_of_immune_cells_into_tumors_1",0.209495891467871,0.0291357981800498,-0.1067453136862,0.13588111186625,0.266985461684636,0.67882448978756,"+"
"216","CD8_c1_Tex",0.220844845055928,0.0255871853509517,-0.0937442011972921,0.119331386548244,0.280145775672798,0.655912733557019,"+"
"217","Interleukins_Receptor_Li_et_al",0.243157669214123,0.0264657715993707,-0.0969630924083139,0.123428864007685,0.307028577717372,0.614112028193898,"+"
"218","Neu_09_IFIT1",0.255180446595229,0.0243222041075455,-0.0891096681462286,0.113431872253774,0.320731387005013,0.593152606836207,"+"
"219","HLA_signature_gene",0.26730970812579,-0.0215144856692059,0.078822982894259,-0.100337468563465,0.334442283225875,0.572985268295846,"+"
"220","Chemokine_Receptors_Li_et_al",0.274897169703968,-0.0182226269963209,0.0667625449245739,-0.0849851719208947,0.342371929540396,0.560829731558047,"+"
"221","NK_CD56dim_cells_Bindea_et_al",0.291465060070722,-0.0249616056478306,0.0914522543203705,-0.116413859968201,0.361363920630669,0.535413499662999,"+"
"222","Starch_and_Suctose_Metabolism",0.295307590960183,0.0211149715473019,-0.077359276288345,0.0984742478356469,0.364478738392298,0.529725389236249,"+"
"223","ICB_resistance_Peng_et_al",0.325890577273921,0.0234688380689198,-0.0859831766418831,0.109452014710803,0.400421606157195,0.486928196445261,"+"
"224","B_cells_Rooney_et_al",0.328298986999559,-0.0241034933325131,0.0883083738023044,-0.112411867134817,0.401580010883389,0.483730457329084,"+"
"225","Neutrophils_Rooney_et_al",0.346550255227819,-0.0124977672442917,0.0457882799923608,-0.0582860472366525,0.422021199699655,0.46023377696696,"+"
"226","TMEscoreB_plus",0.352293584101526,0.0184697651592787,-0.0676679891676228,0.0861377543269015,0.427117000193886,0.453095266028738,"+"
"227","TMEscoreB_CIR",0.361387384481014,0.0173577439098213,-0.0635938582182834,0.0809516021281047,0.435622080266359,0.442027012112415,"+"
"228","Drug_Metabolism_by_other_enzymes",0.362488446353029,0.0241658072214038,-0.0885366742447891,0.112702481466193,0.435622080266359,0.440705831203579,"+"
"229","Testosterone_Biosynthesis",0.364328212560738,0.0266652184444846,-0.0976938091682886,0.124359027612773,0.435921092758263,0.438507196902375,"+"
"230","Kynurenine_Metabolism",0.39339348955585,0.0207146005252685,-0.075892430243019,0.0966070307682874,0.46865137451436,0.405172831690107,"+"
"231","T_cell_regulatory_Peng_et_al",0.39765740438411,0.0174112530522571,-0.0637899005631364,0.0812011536153935,0.471680211260806,0.400490926569146,"+"
"232","IFNG_signature_Ayers_et_al",0.439330563522107,-0.0174550595965763,0.063950395336129,-0.0814054549327053,0.518864544849386,0.357208582513697,"+"
"233","TMEscore_CIR",0.472596392947455,-0.0142324242011867,0.0521435718521354,-0.0663759960533222,0.553885360330456,0.325509597407404,"+"
"234","Mast_cells_Danaher_et_al",0.473026183639878,-0.0105848492984378,0.0387798903500291,-0.0493647396484669,0.553885360330456,0.325114818890971,"+"
"235","TIP_Cancer_antigen_presentation_1",0.480799083663939,-0.015007224267501,0.0549822198827028,-0.0699894441502038,0.560591272016678,0.318036368709298,"+"
"236","Cortisol_Biosynthesis",0.513023709078713,-0.0155025216964899,0.0567968494012992,-0.0722993710977891,0.595629221557489,0.289862563769034,""
"237","Cytotoxic_cells_Danaher_et_al",0.515721462715928,0.019448978171699,-0.0712555483458707,0.0907045265175697,0.59623494001757,0.287584794237782,""
"238","pDCs_Rooney_et_al",0.527951821684963,0.0130634396743275,-0.0478607435855893,0.0609241832599169,0.607810080427226,0.277405707259807,""
"239","CD_8_T_effector",0.534351184563052,-0.0104534552179074,0.0382984996479087,-0.0487519548658161,0.612603450084838,0.272173223517615,""
"240","Linoleic_Acid_Metabolism",0.541712376769008,-0.00870889203308778,0.0319069141743217,-0.0406158062074094,0.618454963477951,0.266231241759891,""
"241","Neu_06_PTGS2",0.544485813877428,0.00921099786216602,-0.0337464877428029,0.0429574856049689,0.619041962665623,0.264013430940366,""
"242","Tyrosine_Metabolism",0.557989417483384,0.0151466371668125,-0.0554929892660208,0.0706396264328333,0.631773142109286,0.253374037571655,""
"243","TIP_Release_of_cancer_cell_antigens",0.56739618492398,0.00762223092132507,-0.0279256955878635,0.0355479265091885,0.639780060366957,0.246113588653021,""
"244","Norepinephrine_Biosynthesis",0.571653868077417,-0.0104306394275645,0.0382149090532008,-0.0486455484807653,0.64193917972628,0.242866853522638,""
"245","Neu_01_MMP8",0.582125015243841,-0.012345246390501,0.0452294867758176,-0.0575747331663186,0.651029608884949,0.234983737686541,""
"246","TIP_Infiltration_of_immune_cells_into_tumors_2",0.610151473181908,-0.0117304382141583,0.0429770037226683,-0.0547074419368265,0.679599608340824,0.214562335807623,""
"247","Co_stimulation_APC_Rooney_et_al",0.616514546383889,-0.00973740696798337,0.0356751016349127,-0.045412508602896,0.683906824733545,0.210056671964071,""
"248","CAF_Peng_et_al",0.625372647491205,-0.0153044537910309,0.0560711846857238,-0.0713756384767547,0.690935908921734,0.203861117821923,""
"249","TGFβ_myCAF",0.628832221981049,-0.0118535150482161,0.0434279223890395,-0.0552814374372556,0.691967987240191,0.201465212722416,""
"250","Neutrophils_Bindea_et_al",0.647252726595247,-0.0112893850547762,0.0413611098467021,-0.0526504949014783,0.709388988348391,0.188926111394788,""
"251","CD8_Rooney_et_al",0.654783339779805,0.0108334887527848,-0.0396908348995835,0.0505243236523684,0.71478340677158,0.183902379250545,""
"252","T_cells_Danaher_et_al",0.671982323655278,0.0131245652361088,-0.048084690334062,0.0612092555701708,0.730647447148993,0.172642150815132,""
"253","EMT2",0.682180906500355,-0.00700080475347756,0.0256489660879621,-0.0326497708414397,0.738804618107104,0.16610044018746,""
"254","Estradiol_Biosynthesis",0.70482093976481,-0.0043416922938791,0.0159067310589904,-0.0202484233528695,0.760318651557314,0.151921201801997,""
"255","Pan_F_TBRs",0.70948504512709,0.00783152225224662,-0.0286924797560186,0.0365240020082652,0.761400223039109,0.149056754381605,""
"256","Cytokine_Receptors_Li_et_al",0.711561493108732,0.0124301200944015,-0.0455404399918781,0.0579705600862796,0.761400223039109,0.147787562250402,""
"257","IL_iCAF",0.714160063215514,0.0102897429834412,-0.0376987043818113,0.0479884473652526,0.761400223039109,0.146204439791622,""
"258","Neu_07_APOA2",0.719367133376636,-0.0111267216314951,0.0407651571277785,-0.0518918787592737,0.7639790486248,0.143049408217859,""
"259","Neu_11_CCL4",0.740323757003397,0.00723597064511408,-0.0265105473192674,0.0337465179643815,0.781852178268301,0.130578313876024,""
"260","Normal_Fibroblast",0.741903526823935,-0.00183257206804093,0.0067140250988403,-0.00854659716688123,0.781852178268301,0.129652564386714,""
"261","Pentose_and_Glucuronate_Interconversions",0.801067061832108,0.0117362480627189,-0.0429982893625275,0.0547345374252464,0.840966953800757,0.0963311251585772,""
"262","Th2_cells_Bindea_et_al",0.811860682407984,-0.00601101209191516,0.0220226460712645,-0.0280336581631796,0.849045141144228,0.0905184905279754,""
"263","DC_Bindea_et_al",0.818354200926348,-0.0042063544631281,0.0154108915728766,-0.0196172460360047,0.851039379591626,0.0870586838432219,""
"264","Metabolism_of_Xenobiotics_by_Cytochrome_P450",0.819979548219669,0.00135531464186004,-0.0049654890418591,0.00632080368371915,0.851039379591626,0.0861969795749539,""
"265","Co_stimulation_T_cell_Rooney_et_al",0.843903308123015,0.00512358599271548,-0.0187713681503029,0.0238949541430184,0.872094092290466,0.0737073106660848,""
"266","TIP_Priming_and_activation_1",0.846631491055708,-0.00424869080068668,0.0155659999246398,-0.0198146907253265,0.872094092290466,0.0723055816718731,""
"267","Epinephrine_Biosynthesis",0.859204332166648,-0.00287852900101234,0.0105461151010539,-0.0134246441020663,0.88173028844068,0.0659035418967001,""
"268","MDSC_Wang_et_al",0.90816462050684,-0.000187981710092866,0.000688711752021705,-0.00087669346211457,0.928496664249531,0.0418354209749536,""
"269","T_cell_inflamed_GEP_Ayers_et_al",0.93916311269642,0.00235044112874021,-0.00861135068405696,0.0109617918127972,0.956619676129439,0.0272589734505909,""
"270","Mast_cells_Bindea_et_al",0.946929022077622,0.00230800412097901,-0.00845587350517966,0.0107638776261587,0.960957600182476,0.0236825727129533,""
"271","TMEscoreA_plus",0.970254075358508,0.000567923632118732,-0.00208071136015179,0.00264863499227052,0.979627719052024,0.0131145244168632,""
"272","TMEscoreA_CIR",0.972477151759673,-0.00116687960369532,0.0042751164241581,-0.00544199602785342,0.979627719052024,0.012120593581959,""
"273","TIP_Recognition_of_cancer_cells_by_T_cells_1",0.986931589314092,-0.00261928887085899,0.00959633267730644,-0.0122156215481654,0.990546723340883,0.00571295007917777,""
"274","EMT3",0.994716827844681,0.000824890905626661,-0.00302216668079145,0.00384705758641811,0.994716827844681,0.00230053494027849,""
